question_id,strategy,question,answer,golden_answer,quality,f1,exact_match,key_fact_recall,latency_s,prompt_tokens,completion_tokens,total_tokens,cost_usd,failure_note
q-polars-001,hierarchical,What's the correct way to group a DataFrame by a column and sum another column in recent Polars? I keep seeing `groupby` in old StackOverflow answers but it doesn't work.,"## Correct Method: `group_by` (with underscore)  You're running into a **renamed method**. The old `groupby` spelling was removed and will raise an `AttributeError` in current Polars.  ### What changed  According to the GitHub discussion **""Is groupby or group_by correct?""**, `groupby` was renamed to `group_by` (snake_case) in **Polars 0.19 (Sept 2023)** and fully removed later that year. Any version **0.20 onward** will break with the old spelling.  ---  ### Correct syntax for grouping and summ","Use `group_by` (with an underscore). The method was renamed from `groupby` to `group_by` in Polars 0.19 and the old name was removed shortly after. Correct usage: `df.group_by(""user_id"").agg(pl.col(""amount"").sum())`.",1.0,0.275,0.0,0.0,13.579,1556,389,1945,0.01386,"Answer correctly identifies group_by with underscore, mentions removal after 0.19, and provides correct df.group_by(col)"
q-polars-002,hierarchical,I want to apply a custom Python function to every row in a Polars column. What's the current method name?,"## Applying a Custom Python Function Per Row in Polars  The current method is **`map_elements()`**.  > `apply` has been gone for a while. The replacement is `map_elements` for per-row Python calls. > — *Does pl.col().apply() still work? [GitHub Discussion #17903]*  ### Basic Usage  ```python def my_fn(value):     return some_operation(value)  out = df.select(     pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64) ) ``` — *User-Defined Functions (UDFs) [polars-docs]*  ### Key Things to Know","Use `map_elements` for per-row Python functions, or `map_batches` when you want the whole Series passed at once. The old `apply` method was deprecated in 0.18 and removed in 0.20+. Always pass `return_dtype=...` — for example `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`.",1.0,0.368,0.0,0.25,12.767,1544,293,1837,0.01192,"Answer covers all key facts: map_elements for per-row, map_batches for whole-Series, apply removed in 0.20+, return_dtyp"
q-polars-003,hierarchical,How do I compute a running total over a column in the current Polars release?,"## Computing a Running Total in Polars  Use **`cum_sum()`** on your column expression:  ```python pl.col(""amount"").cum_sum() ```  ### Why the name changed  The entire `cum_*` family was **snake-cased** to match the rest of the Polars API:  | Old (removed) | New (current) | |---|---| | `cumsum` | `cum_sum` | | `cumprod` | `cum_prod` | | `cummax` | `cum_max` | | `cummin` | `cum_min` | | `cumcount` | `cum_count` |  The old names were deprecated in **0.19.14** and fully **removed in 1.0**, so if you","Use `cum_sum` (snake_cased) — for example `pl.col(""amount"").cum_sum()`. The old `cumsum` name was deprecated in 0.19.14 and removed in 1.0 as part of snake-casing the whole `cum_*` family (`cum_sum`, `cum_prod`, `cum_min`, `cum_max`, `cum_count`).",1.0,0.517,0.0,0.0,11.409,1202,241,1443,0.00979,"Answer correctly identifies cum_sum with underscore, mentions cumsum removed in 1.0, and covers the full cum_* snake-cas"
q-polars-004,hierarchical,I'm reshaping a wide DataFrame to long format and `df.melt(...)` is throwing AttributeError on Polars 1.4. What's the right API?,"## `melt` Was Renamed to `unpivot` in Polars 1.0  You're hitting this error because **`melt` was renamed to `unpivot`** as part of the Polars 1.0 stabilization release (July 2024), aligning with the pivot/unpivot convention used in SQL and Spark.  ### Updated API  Replace your old call: ```python # ❌ Old (Polars < 1.0) df.melt(id_vars=[""date""], value_vars=[""a"", ""b"", ""c""]) ```  With the new one: ```python # ✅ New (Polars 1.0+) df.unpivot(     on=[""a"", ""b"", ""c""],     index=[""date""],     variable_n","`melt` was renamed to `unpivot` in Polars 1.0. Use `df.unpivot(on=[""a"",""b"",""c""], index=[""date""], variable_name=""variable"", value_name=""value"")`. Note the parameter renames too: `id_vars` became `index` and `value_vars` became `on`.",1.0,0.413,0.0,0.0,6.282,391,306,697,0.00853,"Answer correctly identifies unpivot replacing melt, id_vars→index, value_vars→on, with matching example code."
q-polars-005,hierarchical,"I have a 120 GB NDJSON file and want to filter, group, and write out to Parquet without blowing up memory. What's the right pattern?","## Streaming a Large NDJSON File to Parquet  For your use case, the key is to **use the sink API instead of `collect()`**. Here's the recommended pattern:  ```python import polars as pl  (     pl.scan_ndjson(""your_file.ndjson"")          # lazy reader — no data loaded yet     .filter(pl.col(""some_column"") > threshold)  # predicate pushdown to reader     .group_by(""group_column"")     .agg(pl.col(""value"").mean())     .sink_parquet(""output.parquet"")             # streams chunk-by-chunk to disk ) ```","Use `sink_parquet` directly on the LazyFrame instead of `collect().write_parquet(...)`. Only `sink_*` APIs guarantee end-to-end chunked execution to disk; `collect(engine=""streaming"")` still materializes the final result in memory before writing. Also check `lf.show_graph(engine=""streaming"")` to ver",1.0,0.264,0.0,0.0,11.908,3841,543,4384,0.02363,"Answer covers all key facts: sink_parquet for streaming writes, collect(engine=streaming) still materializes, show_graph"
q-polars-006,hierarchical,"Does Polars have an official plugin API for writing custom expressions in Rust, or do I have to use map_elements?","## Yes — Polars Has an Official Plugin API  You do **not** have to use `map_elements`. Polars has a stable, official plugin API specifically designed for writing custom expressions in Rust.  ### Key Details  According to the GitHub discussion **""Official plugin API for custom expressions?""**:  - The **Polars plugin API is stable as of version 1.0** - Plugins are registered via:   ```python   polars.plugins.register_plugin_function(       plugin_path=...,       function_name=...,       args=..., ","Yes — the Polars plugin API is stable as of 1.0. Register Rust (or any cdylib) extensions via `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. Use the `pyo3-polars` cookiecutter template. Plugins are roughly 10-100x faster than `map_element",1.0,0.368,0.0,0.2,12.97,1556,403,1959,0.01408,"Answer covers all key facts: register_plugin_function, stable since 1.0, pyo3-polars cookiecutter, 10-100x faster, optim"
q-polars-007,hierarchical,"What's the difference between `.over()` with `mapping_strategy=""explode""` vs the default, and when would I use each?","## `.over()` Mapping Strategies: `explode` vs Default (`group_to_rows`)  Based on the **Window Functions** documentation:  ---  ### Default: `group_to_rows`  Results are **aligned with their original row positions** — each value maps back to the row it came from.  ```python result = athletes.select(     pl.col(""athlete"", ""rank"").sort_by(pl.col(""rank"")).over(pl.col(""country"")),     pl.col(""country""), ) ```  ---  ### `mapping_strategy=""explode""`  **Groups rows by partition**, reordering them toget","With the default `mapping_strategy=""group_to_rows""`, window-function results stay aligned with their original row positions. With `mapping_strategy=""explode""`, rows belonging to the same partition are grouped together and reordered; this skips position tracking and is typically faster, but reorders ",0.95,0.395,0.0,0.0,13.721,2090,364,2454,0.01524,"Answer covers all key facts accurately: group_to_rows is default, preserves row positions; explode reorders by partition"
q-polars-008,hierarchical,"For an asof join on trades vs quotes where both are sorted by (stock, time) but not globally, does Polars require a global sort?","## No, Global Sort Is Not Required  Polars does **not** require a global sort for `join_asof` when you use the `by=` parameter.  As explained by a Polars maintainer:  > ""with `by=""stock""`, the `on` column only needs to be sorted **within each `by` group**, not globally. That's exactly the usecase."" > > — *join_asof on partially sorted data (GitHub Discussion #18402)*  So for your trades vs. quotes scenario, since your data is already sorted by `(stock, time)`, the time column is sorted within ea","No — when you pass `by=""stock""` to `join_asof`, the `on` column only needs to be sorted within each `by` group, not globally. Use `df_trades.join_asof(df_quotes, on=""time"", by=""stock"")`. Pass `check_sortedness=False` to skip the validation pass if your data is already sorted. Rows that exceed `toler",1.0,0.463,0.0,0.0,13.1,1506,320,1826,0.01237,"Answer covers all key facts: by= relaxes sort to within-group, correct join_asof syntax, check_sortedness=False, and tol"
q-polars-009,hierarchical,What's the best way to fill missing numeric values in between known values with interpolated estimates?,"## Interpolating Missing Numeric Values in Polars  The recommended approach is to use **`interpolate()`** directly on the column:  ```python df.with_columns(pl.col(""col2"").interpolate()) ```  This performs **linear interpolation between neighboring non-null values** for numeric columns.  ### Important Behavior to Know  - **Interior nulls** (between known values) will be filled with interpolated estimates ✅ - **Leading/trailing nulls** (at the beginning or end of the series) will **remain null**,","Use `pl.col(""x"").interpolate()` — it performs linear interpolation between neighboring non-null values on numeric columns. Note that leading and trailing nulls are left as null because there is no anchor to interpolate from. This is distinct from `fill_null(strategy=""forward""|""backward"")`, which car",1.0,0.386,0.0,0.25,9.422,1251,339,1590,0.01173,"Answer covers all key facts: interpolate() usage, leading/trailing nulls stay null, numeric only, distinct from fill_nul"
q-polars-010,hierarchical,"What's the difference between how Polars handles null and NaN in a floating-point column, and how do they behave in aggregations like mean?","## Null vs. NaN in Polars Floating-Point Columns  ### Conceptual Difference  These are two **distinct concepts** in Polars:  - **`null`** represents **missing data** and is supported across *all* dtypes, tracked via a validity bitmap - **`NaN`** (Not a Number) is a **valid floating-point value** per IEEE 754 — it is *not* considered missing data, and only applies to floating-point columns  > *""This is not to be conflated with the special value `NaN` in floating number data types.""* > — **DataFra","Null represents missing data and is tracked via a per-column validity bitmap — it is counted by `null_count` and skipped in aggregations like `mean`/`sum`. NaN is a valid floating-point value, is NOT counted by `null_count`, and propagates through aggregations (mean of a column containing NaN is NaN",1.0,0.397,0.0,0.0,8.873,2112,461,2573,0.01682,"Answer covers all key facts: validity bitmap, null_count ignores NaN, null skipped/NaN propagates in aggregations, fill_"
q-polars-001,agent_managed,What's the correct way to group a DataFrame by a column and sum another column in recent Polars? I keep seeing `groupby` in old StackOverflow answers but it doesn't work.,"The correct method is **`group_by`** (with an underscore), not `groupby` — the old spelling was removed in Polars 0.20 and will raise an `AttributeError` on any current version. Here's the correct pattern for grouping and summing:  ```python df.group_by(""user_id"").agg(pl.col(""amount"").sum()) ```  You can also chain multiple aggregations inside `.agg()` as needed, e.g. `.agg(pl.col(""amount"").sum(), pl.col(""quantity"").mean())` [Group By and Aggregation, Is groupby or group_by correct?].","Use `group_by` (with an underscore). The method was renamed from `groupby` to `group_by` in Polars 0.19 and the old name was removed shortly after. Correct usage: `df.group_by(""user_id"").agg(pl.col(""amount"").sum())`.",1.0,0.464,0.0,0.0,18.67,7366,356,7722,0.02974,"Correct method name, correct syntax, minor version detail (0.20 vs 'after 0.19') is consistent with golden answer."
q-polars-002,agent_managed,I want to apply a custom Python function to every row in a Polars column. What's the current method name?,"The current method for applying a custom Python function to every row in a Polars column is **`map_elements()`** — e.g., `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`. The older `.apply()` was deprecated in 0.18 and **fully removed in 0.20+**, so it will not work in modern Polars. Always specify `return_dtype` to avoid type-inference surprises, and note that `map_elements` is slow (one Python call per row) — prefer `map_batches()` with a NumPy ufunc when possible [User-Defined Funct","Use `map_elements` for per-row Python functions, or `map_batches` when you want the whole Series passed at once. The old `apply` method was deprecated in 0.18 and removed in 0.20+. Always pass `return_dtype=...` — for example `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`.",1.0,0.525,0.0,0.0,18.66,7365,400,7765,0.0304,"Agent answer covers all key facts: map_elements, map_batches, apply removal in 0.20+, and return_dtype requirement."
q-polars-003,agent_managed,How do I compute a running total over a column in the current Polars release?,"Use **`pl.col(""amount"").cum_sum()`** to compute a running total — the old `cumsum()` name was deprecated in Polars 0.19.14 and **removed in 1.0**, so the new snake-cased form is required in all current releases. For example:  ```python df.with_columns(pl.col(""amount"").cum_sum().alias(""running_total"")) ```  The same snake-case rename applies to the whole family: `cum_prod`, `cum_max`, `cum_min`, and `cum_count`. [cumsum deprecation warning in 1.3? (pola-rs/polars GitHub Discussions, @stinodego)]","Use `cum_sum` (snake_cased) — for example `pl.col(""amount"").cum_sum()`. The old `cumsum` name was deprecated in 0.19.14 and removed in 1.0 as part of snake-casing the whole `cum_*` family (`cum_sum`, `cum_prod`, `cum_min`, `cum_max`, `cum_count`).",1.0,0.608,0.0,0.0,27.037,7058,410,7468,0.02952,"Answer fully matches golden: correct method cum_sum, notes removal in 1.0, covers whole cum_* family."
q-polars-004,agent_managed,I'm reshaping a wide DataFrame to long format and `df.melt(...)` is throwing AttributeError on Polars 1.4. What's the right API?,"The handbook doesn't cover `melt`/`unpivot`, but the recent Slack thread from a Polars maintainer gives a definitive answer. Here it is:  **`df.melt()` was renamed to `df.unpivot()` in Polars 1.0**, so it no longer exists in 1.4. The parameter names also changed — use `index=` instead of `id_vars=` and `on=` instead of `value_vars=`:  ```python # ❌ Old (pre-1.0) df.melt(id_vars=[""date""], value_vars=[""a"", ""b"", ""c""])  # ✅ New (Polars 1.0+) df.unpivot(on=[""a"", ""b"", ""c""], index=[""date""], variable_na","`melt` was renamed to `unpivot` in Polars 1.0. Use `df.unpivot(on=[""a"",""b"",""c""], index=[""date""], variable_name=""variable"", value_name=""value"")`. Note the parameter renames too: `id_vars` became `index` and `value_vars` became `on`.",1.0,0.428,0.0,0.0,16.666,7501,470,7971,0.03225,"Answer correctly identifies unpivot replacing melt in Polars 1.0, id_vars→index, value_vars→on, with correct example cod"
q-polars-005,agent_managed,"I have a 120 GB NDJSON file and want to filter, group, and write out to Parquet without blowing up memory. What's the right pattern?","Here's the right pattern for your 120 GB NDJSON pipeline:  ---  ## Memory-Safe NDJSON → Filter → Group By → Parquet  ### The Core Pattern  ```python import polars as pl  (     pl.scan_ndjson(""huge_file.ndjson"")          # 1. Lazy scan — nothing read yet     .filter(pl.col(""status"") == ""active"")        # 2. Filter (predicate pushdown at reader)     .group_by(""category"")                        # 3. Group by (spill-to-disk hash table)     .agg(pl.col(""amount"").sum())                 # 4. Aggregatio","Use `sink_parquet` directly on the LazyFrame instead of `collect().write_parquet(...)`. Only `sink_*` APIs guarantee end-to-end chunked execution to disk; `collect(engine=""streaming"")` still materializes the final result in memory before writing. Also check `lf.show_graph(engine=""streaming"")` to ver",1.0,0.221,0.0,0.0,28.838,7883,1020,8903,0.04376,"Agent answer covers all key facts: sink_parquet for streaming writes, collect(engine='streaming') still materializes, sh"
q-polars-006,agent_managed,"Does Polars have an official plugin API for writing custom expressions in Rust, or do I have to use map_elements?","Yes — Polars has a **stable, official plugin API** as of version 1.0, so you do **not** need to fall back to `map_elements`. You write your expression logic in Rust (compiled as a `cdylib`), then register it on the Python side with `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. The recommended starting point is the **[pyo3-polars](https://github.com/pola-rs/pyo3-polars)** template/cookiecutter; plugins are ~10–100× faster than `map_el","Yes — the Polars plugin API is stable as of 1.0. Register Rust (or any cdylib) extensions via `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. Use the `pyo3-polars` cookiecutter template. Plugins are roughly 10-100x faster than `map_element",1.0,0.555,0.0,0.2,30.096,7399,442,7841,0.03152,"Agent answer covers all key facts: register_plugin_function, stable since 1.0, pyo3-polars template, 10-100x faster, opt"
q-polars-007,agent_managed,"What's the difference between `.over()` with `mapping_strategy=""explode""` vs the default, and when would I use each?","Great — the Window Functions doc covers this thoroughly. Here's the answer:  ---  **Default (`mapping_strategy=""group_to_rows""`)** keeps every result aligned with its **original row position** in the DataFrame — the output has the same row order as the input. Use this when row order matters and you need results to stay ""in place"" alongside other columns (e.g., adding a per-group rank column while keeping the original row layout). [Window Functions]  **`mapping_strategy=""explode""`** reorders rows","With the default `mapping_strategy=""group_to_rows""`, window-function results stay aligned with their original row positions. With `mapping_strategy=""explode""`, rows belonging to the same partition are grouped together and reordered; this skips position tracking and is typically faster, but reorders ",0.95,0.432,0.0,0.0,12.602,8036,587,8623,0.03596,"Covers all key facts accurately: group_to_rows is default, preserves row order; explode reorders by partition and is fas"
q-polars-008,agent_managed,"For an asof join on trades vs quotes where both are sorted by (stock, time) but not globally, does Polars require a global sort?","**No, Polars does NOT require a global sort.** When you pass `by=""stock""`, the `on` column (time) only needs to be sorted **within each `by` group** — i.e., sorted by `(stock, time)` is exactly sufficient. You can also pass `check_sortedness=False` to skip the upfront validation check and save time on large joins.  ```python result = df_trades.join_asof(     df_quotes,     on=""time"",     by=""stock"",     check_sortedness=False,  # skip validation; safe if already sorted by (stock, time)     strat","No — when you pass `by=""stock""` to `join_asof`, the `on` column only needs to be sorted within each `by` group, not globally. Use `df_trades.join_asof(df_quotes, on=""time"", by=""stock"")`. Pass `check_sortedness=False` to skip the validation pass if your data is already sorted. Rows that exceed `toler",1.0,0.549,0.0,0.0,8.866,7351,471,7822,0.03179,"All four key facts covered: by= relaxes sort, correct join_asof syntax, check_sortedness=False, tolerance yields null no"
q-polars-009,agent_managed,What's the best way to fill missing numeric values in between known values with interpolated estimates?,"This question is about data science / programming techniques (e.g., linear interpolation in pandas or numpy), not about GitLab HR onboarding topics. I don't need to consult the Handbook or Slack for this — it's outside my domain as a New Hire Onboarding assistant.  Here's a concise general answer though:  **Best approaches for interpolating missing numeric values:**  1. **Linear Interpolation** – Most common. Fills gaps by drawing a straight line between known neighboring values.    - In **panda","Use `pl.col(""x"").interpolate()` — it performs linear interpolation between neighboring non-null values on numeric columns. Note that leading and trailing nulls are left as null because there is no anchor to interpolate from. This is distinct from `fill_null(strategy=""forward""|""backward"")`, which car",0.2,0.191,0.0,0.0,7.93,963,404,1367,0.01213,Agent gave pandas/numpy answer instead of Polars-specific pl.col('x').interpolate() with key facts about leading/trailin
q-polars-010,agent_managed,"What's the difference between how Polars handles null and NaN in a floating-point column, and how do they behave in aggregations like mean?","This question is about the Polars data library (a Python/Rust DataFrame tool) — it's outside the scope of my onboarding knowledge base, which covers GitLab People-Ops topics like benefits, time off, and company policies.  That said, here's an accurate technical answer from general knowledge:  ---  ## Polars: `null` vs `NaN` in Floating-Point Columns  ### Conceptual Difference  | | `null` | `NaN` | |---|---|---| | **Meaning** | Missing / unknown value | Invalid float result (e.g., 0.0/0.0) | | **","Null represents missing data and is tracked via a per-column validity bitmap — it is counted by `null_count` and skipped in aggregations like `mean`/`sum`. NaN is a valid floating-point value, is NOT counted by `null_count`, and propagates through aggregations (mean of a column containing NaN is NaN",0.9,0.295,0.0,0.0,8.988,977,441,1418,0.01308,"Covers all key facts: validity bitmap, null skipped in aggregations, NaN propagates, fill_nan(None) conversion. Slightly"
q-polars-001,cascade_router,What's the correct way to group a DataFrame by a column and sum another column in recent Polars? I keep seeing `groupby` in old StackOverflow answers but it doesn't work.,"## Correct Method: `group_by` (with underscore)  You're running into a **renamed method**. The old `groupby` spelling was removed and will raise an `AttributeError` in current Polars.  ### What changed  According to the GitHub discussion **""Is groupby or group_by correct?""**, `groupby` was renamed to `group_by` (snake_case) in **Polars 0.19 (Sept 2023)** and fully removed later that year. Any version **0.20 onward** will break with the old spelling.  ---  ### Correct syntax for grouping and summ","Use `group_by` (with an underscore). The method was renamed from `groupby` to `group_by` in Polars 0.19 and the old name was removed shortly after. Correct usage: `df.group_by(""user_id"").agg(pl.col(""amount"").sum())`.",1.0,0.275,0.0,0.0,9.853,2105,425,2530,0.01605,"Answer correctly identifies group_by with underscore, mentions removal after 0.19, and provides correct df.group_by(col)"
q-polars-002,cascade_router,I want to apply a custom Python function to every row in a Polars column. What's the current method name?,"## Applying a Custom Python Function Per Row in Polars  The current method is **`map_elements()`**.  > `apply` has been gone for a while. The replacement is `map_elements` for per-row Python calls. > — *Does pl.col().apply() still work? [GitHub Discussion #17903]*  ### Basic Usage  ```python def my_fn(value):     return some_operation(value)  out = df.select(     pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64) ) ``` — *User-Defined Functions (UDFs) [polars-docs]*  ### Key Things to Know","Use `map_elements` for per-row Python functions, or `map_batches` when you want the whole Series passed at once. The old `apply` method was deprecated in 0.18 and removed in 0.20+. Always pass `return_dtype=...` — for example `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`.",1.0,0.365,0.0,0.25,20.821,1983,326,2309,0.01376,"Answer covers all key facts: map_elements for per-row, map_batches for whole-Series, apply removed in 0.20+, and return_"
q-polars-003,cascade_router,How do I compute a running total over a column in the current Polars release?,"## Computing a Running Total in Polars  Use **`cum_sum()`** on your column expression:  ```python pl.col(""amount"").cum_sum() ```  ### Important Naming Note  The old `cumsum()` method was **deprecated in 0.19.14 and removed in 1.0**. The entire `cum_*` family was renamed with an underscore to match the rest of the Polars API:  | Old (removed) | New (current) | |---|---| | `cumsum()` | `cum_sum()` | | `cumprod()` | `cum_prod()` | | `cummax()` | `cum_max()` | | `cummin()` | `cum_min()` | | `cumcoun","Use `cum_sum` (snake_cased) — for example `pl.col(""amount"").cum_sum()`. The old `cumsum` name was deprecated in 0.19.14 and removed in 1.0 as part of snake-casing the whole `cum_*` family (`cum_sum`, `cum_prod`, `cum_min`, `cum_max`, `cum_count`).",1.0,0.496,0.0,0.0,18.718,2873,293,3166,0.01563,"Answer correctly identifies cum_sum, mentions cumsum removal in 1.0, and covers the full cum_* snake-cased family."
q-polars-004,cascade_router,I'm reshaping a wide DataFrame to long format and `df.melt(...)` is throwing AttributeError on Polars 1.4. What's the right API?,"## `melt` Was Renamed to `unpivot` in Polars 1.0  You're hitting this error because **`melt` was renamed to `unpivot`** as part of the Polars 1.0 stabilization release (July 2024), aligning with the pivot/unpivot convention used in SQL and Spark.  ### Updated API  Replace your old call: ```python # ❌ Old (Polars < 1.0) df.melt(id_vars=[""date""], value_vars=[""a"", ""b"", ""c""]) ```  With the new one: ```python # ✅ New (Polars 1.0+) df.unpivot(     on=[""a"", ""b"", ""c""],     index=[""date""],     variable_n","`melt` was renamed to `unpivot` in Polars 1.0. Use `df.unpivot(on=[""a"",""b"",""c""], index=[""date""], variable_name=""variable"", value_name=""value"")`. Note the parameter renames too: `id_vars` became `index` and `value_vars` became `on`.",1.0,0.413,0.0,0.0,18.368,854,342,1196,0.01046,"Answer correctly identifies unpivot replacing melt, id_vars→index, value_vars→on, with matching example code."
q-polars-005,cascade_router,"I have a 120 GB NDJSON file and want to filter, group, and write out to Parquet without blowing up memory. What's the right pattern?","## Streaming a Large NDJSON File to Parquet  For a 120 GB file, the key is to **avoid `collect()` entirely** and use the sink API instead. Here's the recommended pattern:  ```python import polars as pl  (     pl.scan_ndjson(""your_file.ndjson"")     .filter(pl.col(""some_column"") > some_value)     .group_by(""group_column"")     .agg(pl.col(""amount"").sum())     .sink_parquet(""output.parquet"") ) ```  ### Why this works  1. **`scan_ndjson()`** returns a `LazyFrame` — no data is read upfront [Lazy Evalu","Use `sink_parquet` directly on the LazyFrame instead of `collect().write_parquet(...)`. Only `sink_*` APIs guarantee end-to-end chunked execution to disk; `collect(engine=""streaming"")` still materializes the final result in memory before writing. Also check `lf.show_graph(engine=""streaming"")` to ver",1.0,0.302,0.0,0.0,55.221,28681,2201,30882,0.12262,"Agent answer covers all key facts: sink_parquet for streaming writes, collect() still materializes, show_graph verificat"
q-polars-006,cascade_router,"Does Polars have an official plugin API for writing custom expressions in Rust, or do I have to use map_elements?","## Yes — Polars Has an Official Plugin API  You do **not** have to use `map_elements`. Polars has a stable, official plugin API specifically designed for writing custom expressions in Rust.  ### Key Details  According to the GitHub discussion **""Official plugin API for custom expressions?""**:  - The **Polars plugin API is stable as of version 1.0** - Plugins are registered via:   ```python   polars.plugins.register_plugin_function(       plugin_path=...,       function_name=...,       args=..., ","Yes — the Polars plugin API is stable as of 1.0. Register Rust (or any cdylib) extensions via `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. Use the `pyo3-polars` cookiecutter template. Plugins are roughly 10-100x faster than `map_element",1.0,0.381,0.0,0.2,13.459,2074,411,2485,0.01566,"Answer covers all key facts: register_plugin_function, stable since 1.0, pyo3-polars cookiecutter, 10-100x faster, optim"
q-polars-007,cascade_router,"What's the difference between `.over()` with `mapping_strategy=""explode""` vs the default, and when would I use each?","## `.over()` Mapping Strategies: `explode` vs Default (`group_to_rows`)  Based on the **Window Functions** documentation:  ---  ### Default: `group_to_rows`  Results are mapped back to their **original row positions** — the output rows stay in the same order as the input.  ```python result = athletes.select(     pl.col(""athlete"", ""rank"").sort_by(pl.col(""rank"")).over(pl.col(""country"")),     pl.col(""country""), ) ```  **Use this when:** You need the output to align with the original DataFrame's row","With the default `mapping_strategy=""group_to_rows""`, window-function results stay aligned with their original row positions. With `mapping_strategy=""explode""`, rows belonging to the same partition are grouped together and reordered; this skips position tracking and is typically faster, but reorders ",1.0,0.391,0.0,0.0,18.411,2664,463,3127,0.01843,"Answer covers all key facts: group_to_rows is default, preserves row positions; explode reorders by partition and is fas"
q-polars-008,cascade_router,"For an asof join on trades vs quotes where both are sorted by (stock, time) but not globally, does Polars require a global sort?","**No, Polars does NOT require a global sort.** When you pass `by=""stock""`, the `on` column (time) only needs to be sorted **within each `by` group** — i.e., sorted by `(stock, time)` is exactly sufficient. You can also pass `check_sortedness=False` to skip the upfront validation check and save time on large joins.  ```python result = df_trades.join_asof(     df_quotes,     on=""time"",     by=""stock"",     check_sortedness=False,  # skip validation; safe if already sorted by (stock, time)     strat","No — when you pass `by=""stock""` to `join_asof`, the `on` column only needs to be sorted within each `by` group, not globally. Use `df_trades.join_asof(df_quotes, on=""time"", by=""stock"")`. Pass `check_sortedness=False` to skip the validation pass if your data is already sorted. Rows that exceed `toler",1.0,0.552,0.0,0.0,38.934,9776,920,10696,0.04579,"All four key facts present: by= relaxes sort, correct join_asof syntax, check_sortedness=False, tolerance yields null no"
q-polars-009,cascade_router,What's the best way to fill missing numeric values in between known values with interpolated estimates?,"## Interpolating Missing Numeric Values in Polars  The recommended approach is to use **`interpolate()`** directly on the column:  ```python df.with_columns(pl.col(""col2"").interpolate()) ```  This performs **linear interpolation between neighboring non-null values** for numeric columns.  ### Important Behavior to Know  - **Interior nulls** (between known values) will be filled with interpolated estimates ✅ - **Leading/trailing nulls** (at the beginning or end of the series) will **remain null**,","Use `pl.col(""x"").interpolate()` — it performs linear interpolation between neighboring non-null values on numeric columns. Note that leading and trailing nulls are left as null because there is no anchor to interpolate from. This is distinct from `fill_null(strategy=""forward""|""backward"")`, which car",1.0,0.389,0.0,0.25,17.586,1710,351,2061,0.01323,"Answer covers all key facts: interpolate() usage, leading/trailing nulls stay null, numeric only, distinct from fill_nul"
q-polars-010,cascade_router,"What's the difference between how Polars handles null and NaN in a floating-point column, and how do they behave in aggregations like mean?","## Null vs. NaN in Polars Floating-Point Columns  ### Conceptual Difference  These are two **distinct concepts** in Polars:  - **`null`** represents **missing data** and is supported across *all* dtypes, tracked via a validity bitmap - **`NaN`** (Not a Number) is a **valid floating-point value** per IEEE 754 — it is *not* considered missing data  > *""This is not to be conflated with the special value `NaN` in floating number data types.""* > — **DataFrame, Series, and Data Types**  ---  ### Behav","Null represents missing data and is tracked via a per-column validity bitmap — it is counted by `null_count` and skipped in aggregations like `mean`/`sum`. NaN is a valid floating-point value, is NOT counted by `null_count`, and propagates through aggregations (mean of a column containing NaN is NaN",1.0,0.404,0.0,0.0,17.222,2720,495,3215,0.0191,"Agent answer covers all key facts: validity bitmap, null_count ignores NaN, null skipped/NaN propagates, fill_nan(None) "
q-polars-001,ensemble,What's the correct way to group a DataFrame by a column and sum another column in recent Polars? I keep seeing `groupby` in old StackOverflow answers but it doesn't work.,"## Correct Method: `group_by` (with underscore)  You're running into a **renamed method**. The old `groupby` spelling was removed and will raise an `AttributeError` in current Polars.  ### What changed  According to the GitHub discussion **""Is groupby or group_by correct?""**, `groupby` was renamed to `group_by` (snake_case) in **Polars 0.19 (Sept 2023)** and fully removed later that year. Any version **0.20 onward** will break with the old spelling.  ---  ### Correct syntax for grouping and summ","Use `group_by` (with an underscore). The method was renamed from `groupby` to `group_by` in Polars 0.19 and the old name was removed shortly after. Correct usage: `df.group_by(""user_id"").agg(pl.col(""amount"").sum())`.",1.0,0.275,0.0,0.0,40.54,9617,783,10400,0.04396,"Answer correctly identifies group_by with underscore, mentions removal after 0.19, and provides correct df.group_by(col)"
